userId,timestamp,review,item,rating,helpfulness,gender,category,item_id,item_price,user_city
4078,21408,Healthy....Sort of.,Subway,3.0,4.0,M,Restaurants & Gourmet,73,48.0,14
4078,31908,Applebee's:  Eating Pretty Good in My Neighborhood,Applebee's,4.0,4.0,M,Restaurants & Gourmet,8,88.0,14
4079,51000,Make Someone Happy With Blue Mountain,Blue Mountain Arts eCards,5.0,3.0,F,Online Stores & Services,13,91.29,21
38,12900,Tom and Dickie,Talented Mr. Ripley,3.0,0.0,M,Movies,75,89.0,13
4080,12009,Haven't traveled United but already unhappy,United Airlines,2.0,3.0,F,Hotels & Travel,83,119.87,36
4081,11600,watch out for Zelda,The Legend Of Zelda Ocarina Of Time for Nintendo 64,2.0,0.0,M,Games,77,59.0,4
4081,71900,X-tremely surprising,X-Men,4.0,0.0,M,Movies,86,66.39,4
4081,71900,Not always McCrap,McDonald's,4.0,3.0,M,Restaurants & Gourmet,41,30.74,4
4081,71900,Extreme Adult Fun,Scary Movie,5.0,0.0,M,Movies,60,53.0,4
4081,72000,I dropped the chalupa even before he told me to,Taco Bell,1.0,4.0,M,Restaurants & Gourmet,74,108.3,4
4081,72000,The Wonderful World of Wendy,Wendy's,5.0,4.0,M,Restaurants & Gourmet,84,69.0,4
4081,100399,They actually did it,"South Park: Bigger, Longer & Uncut",5.0,3.0,M,Movies,68,143.11,4
4081,100399,Hey! Gimme some pie!,American Pie,3.0,3.0,M,Movies,6,117.89,4
4081,100399,Good for sci-fi,Matrix,3.0,3.0,M,Movies,40,24.51,4
4081,100399,Scary? you bet!,Blair Witch Project,4.0,3.0,M,Movies,12,44.0,4
4081,101899,Fox - the 4th basic channel,FOX,4.0,4.0,M,Media,25,80.0,4
4081,112099,Amen!,Dogma,4.0,3.0,M,Movies,22,87.59,4
4081,122899,mama mia!,Olive Garden,4.0,3.0,M,Restaurants & Gourmet,49,32.0,4
4081,122999,"Let's go Furby hunting, Pa",The Original Furby,1.0,3.0,M,Kids & Family,78,22.38,4
37,72800,A Woman's Epinion of X-Men!,X-Men,3.0,0.0,F,Movies,86,66.39,28
4082,101000,"THUMBS DOWN - Accusations, No Money, Account Cancelled",All Advantage,1.0,0.0,F,Online Stores & Services,1,23.08,34
4082,101100,Find Unique/Rare Items.. Great deals!,eBay,5.0,0.0,F,Online Stores & Services,88,149.0,34
1,22800,"Wouldn't Life Be Nice, If Only",Matrix,5.0,4.0,F,Movies,40,24.51,33
4083,92000,A DreamCast Overview,Sega Dreamcast Grey Console,4.0,4.0,F,Games,62,62.0,17
4083,92100,I'd Play it again,Final Fantasy VIII for PlayStation 1,5.0,4.0,F,Games,27,136.05,17
4083,92100,A great time to get it!,Final Fantasy VIII for PlayStation 1,5.0,0.0,,Games,27,136.05,17
4083,92200,You don't have to have seen them!,Scary Movie,4.0,3.0,F,Movies,60,53.0,17
4083,92200,Movie is 'OK'. Little like The Ice Storm,American Beauty,4.0,3.0,F,Movies,5,59.0,17
4083,92600,Eat like a King for $5,Taco Bell,4.0,0.0,F,Restaurants & Gourmet,74,108.3,17
4084,121299,Preppy stereotypes,MTV,1.0,4.0,F,Media,39,138.0,21
39,12901,Many Happy Returns & Glad You Returned!!!,FOX,5.0,0.0,M,Media,25,80.0,0
39,80201,"CHEERS, Tears, & Magical Years (ELEVDADO Write-Off Part One)",NBC,5.0,4.0,M,Media,44,92.0,0
39,90801,Screaming In The SUBWAY (HTP Love Fest Write-Off),Subway,5.0,4.0,M,Restaurants & Gourmet,73,48.0,0
4085,11600,Any Given Sunday: The Abridged Script,Any Given Sunday,3.0,4.0,M,Movies,7,135.0,39
4085,12501,Unbreakable: The Abridged Script,Unbreakable,3.0,0.0,M,Movies,82,51.13,39
4085,12501,Cast Away: The Abridged Script,Cast Away,4.0,4.0,M,Movies,17,126.5,39
4085,71900,X-Men: The Abridged Script,X-Men,4.0,4.0,M,Movies,86,66.39,39
4085,72800,Scary Movie: The Abridged Script,Scary Movie,3.0,4.0,M,Movies,60,53.0,39
4085,123099,The Talented Mr. Ripley: The Abridged Script,Talented Mr. Ripley,4.0,4.0,M,Movies,75,89.0,39
40,123099,Probable the best free isp out there.,BlueLight.com,4.0,4.0,M,Online Stores & Services,15,52.0,1
4087,11200,A must play game,The Legend Of Zelda Ocarina Of Time for Nintendo 64,5.0,0.0,,Games,77,59.0,1
4087,11600,Still mans best friend,Blue's Clues,5.0,4.0,F,Kids & Family,14,62.01,1
4089,21901,Northwest Airlines - Opinion from Frequent Traveler,Northwest Airlines,2.0,4.0,M,Hotels & Travel,48,82.0,15
4092,111602,Flight Review,Northwest Airlines,4.0,4.0,F,Hotels & Travel,48,82.0,13
4093,50900,McDonalds fast food What a joke!!!,McDonald's,2.0,4.0,F,Restaurants & Gourmet,41,30.74,17
4093,51200,Atleast its not a burger,Taco Bell,4.0,4.0,F,Restaurants & Gourmet,74,108.3,17
4094,31811,What we thought of the Quicken Loans process,Quicken Loans,4.0,0.0,M,Personal Finance,57,36.0,5
4095,111400,All advantage? Boo!,All Advantage,2.0,3.0,M,Online Stores & Services,1,23.08,9
4096,110100,This is the complete entertainment and gaming system,Sony PlayStation 2 Slimline Console,5.0,0.0,F,Games,67,71.52,39
4097,51700,Perfect if you are pregnant.,Wendy's,5.0,0.0,F,Restaurants & Gourmet,84,69.0,29
4098,80603,Consistently exceed expectations,Amazon.com,5.0,3.0,F,Online Stores & Services,3,129.82,13
4099,11507,Don't expect reasonable delivery or customer service.,Amazon.com,2.0,2.0,F,Online Stores & Services,3,129.82,31
2,11700,Love the Baby Sun but I love my baby too much to expose her to this,Teletubbies,1.0,4.0,M,Kids & Family,76,48.25,15
2,11700,We're Cuckoo for Blue,Blue's Clues,5.0,4.0,M,Kids & Family,14,62.01,15
4101,22511,Stay away...They ran away with my money..Then sugar coated it!!!,Quicken Loans,1.0,0.0,F,Personal Finance,57,36.0,36
4102,12800,OUTSTANDING!,Any Given Sunday,5.0,4.0,M,Movies,7,135.0,28
4102,52400,Saved my vacation,Delta Air Lines,5.0,3.0,M,Hotels & Travel,20,116.0,28
4102,72400,Can you say funny?,Scary Movie,5.0,4.0,M,Movies,60,53.0,28
3,12700,Only to chat.,AOL (America Online),1.0,4.0,F,Online Stores & Services,0,145.84,18
3,20100,A Mile Stone for Tom Hanks,Green Mile,5.0,0.0,F,Movies,33,140.0,18
3,20700,Toy Story Two-good-to-be-true,Toy Story 2,5.0,3.0,F,Movies,80,143.01,18
4104,81100,A Non-fan's big question....,X-Men,4.0,4.0,F,Movies,86,66.39,1
4105,42109,Quicken Loans is the way to go,Quicken Loans,5.0,3.0,F,Personal Finance,57,36.0,13
4106,61300,MATRIX or M:I 2?!?!?,Mission: Impossible II,2.0,4.0,F,Movies,42,144.28,36
4106,72401,Unlimited Opportunities Await!,New York City,5.0,0.0,F,Hotels & Travel,47,136.0,36
4107,121700,not bad,Gladiator,4.0,3.0,M,Movies,30,65.17,36
4108,42602,No Mission is Impossible for Tom Cruise!!!!,Mission: Impossible II,5.0,3.0,M,Movies,42,144.28,18
4109,122299,The Green Mile- Fine Holiday Drama,Green Mile,5.0,4.0,F,Movies,33,140.0,26
4110,11500,Too Expensive,AOL (America Online),1.0,4.0,F,Online Stores & Services,0,145.84,8
4110,11500,NoMoreNetzero,NetZero,2.0,4.0,F,Online Stores & Services,46,53.0,8
4111,80401,"So far, so awesome",Road Runner (includes MediaOne),5.0,0.0,F,Online Stores & Services,58,135.59,15
4111,111200,American goofs sometimes but sometimes gets it right,American Airlines,3.0,4.0,F,Hotels & Travel,4,61.0,15
4112,42910,Refinance Experience with Quicken Loans,Quicken Loans,5.0,3.0,M,Personal Finance,57,36.0,0
4113,51806,Excellent service!,NetFlix,5.0,2.0,F,Online Stores & Services,45,94.54,24
4114,32600,At last: simplicity in a complex world,Google,4.0,3.0,F,Online Stores & Services,32,100.62,36
4114,90200,A watered-down version of the book,Perfect Storm,2.0,0.0,F,Movies,54,129.87,36
4114,90200,Money for nothing and your auction transactions for free,PayPal,5.0,4.0,F,Personal Finance,52,38.0,36
4114,101500,?e? as in ?e-gads is this cool!?,eBay,4.0,4.0,F,Online Stores & Services,88,149.0,36
4115,111699,The Worst of the Free ISPs,NetZero,1.0,0.0,M,Online Stores & Services,46,53.0,33
4117,10500,Only one word can adequately describe,Any Given Sunday,5.0,4.0,F,Movies,7,135.0,6
4117,12400,Best Show Ever,"Simpsons, The",5.0,4.0,F,Kids & Family,64,40.0,6
4117,20600,A sequel that actually delivers,Toy Story 2,5.0,0.0,F,Movies,80,143.01,6
4118,22502,Shop Ama-zonwhere Else,Amazon.com,1.0,0.0,M,Online Stores & Services,3,129.82,32
4100,41600,A &quot;gottawatch&quot; show,NBC,5.0,0.0,F,Media,44,92.0,8
4119,110506,"dishonest, condescending. Just stay away.",Quicken Loans,3.0,0.0,M,Personal Finance,57,36.0,15
42,11300,Tiresome Toy,The Original Furby,3.0,4.0,M,Kids & Family,78,22.38,31
42,21900,Coming out of the closet: I LOVE CONAN!,NBC,5.0,4.0,M,Media,44,92.0,31
4121,71900,LEARN NOT TO BURN,Patriot,5.0,3.0,M,Movies,51,73.65,26
4120,82600,"Overbooked, and unprofessional",Southwest Airlines,1.0,0.0,M,Hotels & Travel,69,108.69,11
4122,31501,If you are searching you need to go to Google.,Google,5.0,4.0,F,Online Stores & Services,32,100.62,13
4122,91701,It's so hard...,PayPal,4.0,0.0,F,Personal Finance,52,38.0,13
4123,41401,Did Somebody Say Heart Attack?,McDonald's,3.0,0.0,M,Restaurants & Gourmet,41,30.74,10
4123,41401,Is Flame Broiled Better?,Burger King,3.0,3.0,M,Restaurants & Gourmet,16,49.0,10
4123,42201,NetZero or just Plain Zero,NetZero,2.0,0.0,M,Online Stores & Services,46,53.0,10
4123,42201,It's A Party In Your Mouth,Applebee's,4.0,0.0,M,Restaurants & Gourmet,8,88.0,10
4123,51701,We Are Lookin' For Blue's Clues,Blue's Clues,4.0,0.0,M,Kids & Family,14,62.01,10
4123,51901,AOL 6.0 & More,AOL (America Online),3.0,4.0,M,Online Stores & Services,0,145.84,10
4123,60301,"Earthlink, MindLink, or EarthSpring",Earthlink,3.0,4.0,M,Online Stores & Services,23,68.0,10
4123,60901,BMT -- Brooklyn Manhattan Transfer,Subway,3.0,4.0,M,Restaurants & Gourmet,73,48.0,10
4124,121200,gotta love google,Google,4.0,0.0,F,Online Stores & Services,32,100.62,27
4125,11100,Simply The Best,Southwest Airlines,5.0,3.0,F,Hotels & Travel,69,108.69,11
4126,92001,SONY Playstation2 the best gaming console.,Sony PlayStation 2 Slimline Console,4.0,3.0,M,Games,67,71.52,9
4127,102301,"AOL, the only virus that you have to pay for.",AOL (America Online),1.0,3.0,F,Online Stores & Services,0,145.84,12
4127,102301,The Diaper Genie is a miracle.,Playtex Diaper Genie System,5.0,0.0,F,Kids & Family,55,12.0,12
4127,121900,The turning point of Squaresoft,Final Fantasy VIII for PlayStation 1,4.0,0.0,F,Games,27,136.05,12
4128,122499,Sleepy Hollow Delivers,Sleepy Hollow,4.0,3.0,F,Movies,66,62.0,33
4128,122499,South Park's Movie Debut,"South Park: Bigger, Longer & Uncut",4.0,0.0,F,Movies,68,143.11,33
4130,50900,Unless You're a Successful Rich Person...,Fight Club,5.0,0.0,F,Movies,26,97.53,23
4130,60100,Mr. Tom Cruise,Mission: Impossible II,3.0,0.0,F,Movies,42,144.28,23
44,50900,Amazed,Erin Brockovich,4.0,4.0,M,Movies,24,129.9,34
45,20800,How to Raise a Great Family...,"Simpsons, The",5.0,0.0,M,Kids & Family,64,40.0,31
4132,32505,"Cozy seats, friendly staff, and affordable!",Southwest Airlines,4.0,4.0,M,Hotels & Travel,69,108.69,0
4132,61903,McDonalds is okay for most people,McDonald's,3.0,3.0,M,Restaurants & Gourmet,41,30.74,0
4132,81703,Economy is fine for short flights,United Airlines,4.0,0.0,M,Hotels & Travel,83,119.87,0
4134,41200,"It's free, what did you expect?",Alta Vista (by 1stUp),4.0,4.0,M,Online Stores & Services,2,46.63,16
4134,41200,What a bargain!,NetZero,5.0,0.0,M,Online Stores & Services,46,53.0,16
4133,30500,American Beauty,American Beauty,5.0,4.0,F,Movies,5,59.0,38
4133,31000,Fight Club,Fight Club,5.0,4.0,F,Movies,26,97.53,38
4133,31100,Being John Malkovich,Being John Malkovich,5.0,4.0,F,Movies,11,52.0,38
4133,51300,Gladiator,Gladiator,4.0,4.0,F,Movies,30,65.17,38
4133,122400,Cast Away,Cast Away,3.0,4.0,F,Movies,17,126.5,38
43,12500,Cute Cute,Galaxy Quest,4.0,3.0,M,Movies,29,67.0,25
4135,122199,Love The Freebies,MyPoints.com,4.0,0.0,F,Online Stores & Services,43,72.0,33
4135,122199,Get paid to surf!!!,All Advantage,5.0,0.0,F,Online Stores & Services,1,23.08,33
4136,101000,Not miles from home,Green Mile,5.0,3.0,M,Movies,33,140.0,8
4137,12500,Blue's glues,Blue's Clues,5.0,4.0,M,Kids & Family,14,62.01,7
4138,81701,I Love Adams Family Slots!,Las Vegas,5.0,0.0,F,Hotels & Travel,37,35.31,20
4139,92901,Still the best,Sony PlayStation 2 Slimline Console,5.0,0.0,F,Games,67,71.52,31
4140,20400,The Green Mile - Truly Heart Wrenching,Green Mile,5.0,0.0,F,Movies,33,140.0,32
4140,41200,Scream 3,Scream 3,4.0,0.0,F,Movies,61,32.0,32
4142,10200,Show for All Ages,Toy Story 2,5.0,3.0,F,Movies,80,143.01,38
4143,10206,Bad for cell-phone wit family plan purchases,Amazon.com,1.0,0.0,F,Online Stores & Services,3,129.82,38
4144,32800,Good Game for the Whole Family,The Sims 2: Open for Business for Windows,5.0,3.0,F,Games,79,27.0,14
4144,51900,WAY TO SLOW,Spedia,1.0,3.0,F,Online Stores & Services,70,58.32,14
4144,52000,FREE!!!!!!!!!!!!!,NetZero,5.0,3.0,F,Online Stores & Services,46,53.0,14
4144,53000,BEST PAID FOR SURF PROGRAM,All Advantage,5.0,3.0,F,Online Stores & Services,1,23.08,14
4145,11500,send a smile a day.,Blue Mountain Arts eCards,5.0,3.0,M,Online Stores & Services,13,91.29,27
4145,122599,"If our really, really ,really  bored and have hours to waste here is the place to go.",Treeloot.com,1.0,0.0,M,Online Stores & Services,81,94.83,27
4146,10900,Best of Free ISPs,Alta Vista (by 1stUp),5.0,4.0,M,Online Stores & Services,2,46.63,24
4148,32707,Excellence in online sales and shopping.,Amazon.com,5.0,0.0,F,Online Stores & Services,3,129.82,30
4148,32707,"I have had few problems, however, a few disappointments with EBay",eBay,4.0,0.0,F,Online Stores & Services,88,149.0,30
4148,32707,Blockbuster Online offers more for the sam price or less,NetFlix,2.0,4.0,F,Online Stores & Services,45,94.54,30
4150,12300,ENJOY THE PALE ALE,American Pie,4.0,0.0,M,Movies,6,117.89,22
4150,12500,I do understand,Blair Witch Project,1.0,4.0,M,Movies,12,44.0,22
4150,121799,"SEGA is back, and they mean buisiness.",Sega Dreamcast Grey Console,5.0,0.0,M,Games,62,62.0,22
4150,121799,Offensive? yes. Funny? F#*!  yes.,"South Park: Bigger, Longer & Uncut",5.0,4.0,M,Movies,68,143.11,22
4150,121799,Toys to the rescue,Toy Story 2,4.0,4.0,M,Movies,80,143.01,22
4150,121799,Smith+Religion=Excellent,Dogma,5.0,4.0,M,Movies,22,87.59,22
4151,111899,SEX!!,Golden Eye 007 for Nintendo 64,5.0,0.0,F,Games,31,83.48,21
4151,111899,Square scores again with FFVIII!!!,Final Fantasy VIII for PlayStation 1,5.0,0.0,F,Games,27,136.05,21
4151,111899,Square scores again with FFVIII!!,Final Fantasy VIII for PlayStation 1,5.0,0.0,F,Games,27,136.05,21
4152,42005,"Great searchbar, terrible company",Google,2.0,0.0,M,Online Stores & Services,32,100.62,24
46,71600,Leave your morals at the door!,Scary Movie,3.0,0.0,F,Movies,60,53.0,11
47,71100,Made in the worst taste imaginable--and I LOVED it!,Scary Movie,5.0,4.0,F,Movies,60,53.0,24
4154,21500,Referrals are the way to go,All Advantage,5.0,4.0,M,Online Stores & Services,1,23.08,0
4154,21500,They'll even buy your junk!,eBay,5.0,4.0,M,Online Stores & Services,88,149.0,0
4155,11200,"Any given Sunday, I can stay at home and watch football for free",Any Given Sunday,1.0,4.0,F,Movies,7,135.0,27
4155,11200,Yawn... is it over yet?,Talented Mr. Ripley,2.0,4.0,F,Movies,75,89.0,27
4155,11200,Individual performances prove that the whole is more than the sum of its parts,Green Mile,5.0,4.0,F,Movies,33,140.0,27
4156,70705,United Airlines in undisputed worst Airline I've ever tried,United Airlines,1.0,0.0,M,Hotels & Travel,83,119.87,6
4158,51400,The foods not that great and the people are rude.,McDonald's,1.0,4.0,F,Restaurants & Gourmet,41,30.74,19
4158,51400,It's good but not as good as every one says,Golden Eye 007 for Nintendo 64,4.0,4.0,F,Games,31,83.48,19
4158,52700,Burger King is 10 time better than McDonalds,Burger King,4.0,4.0,F,Restaurants & Gourmet,16,49.0,19
4158,70500,Find just about every thing you want,eBay,4.0,4.0,F,Online Stores & Services,88,149.0,19
4159,22304,Good Steak for a Good Value,Outback Steakhouse,4.0,4.0,M,Restaurants & Gourmet,50,25.0,10
4159,33104,"Pleasant experience, easy to shop, competitive pricing",Amazon.com,5.0,0.0,M,Online Stores & Services,3,129.82,10
4159,60203,"Although very simple to use, it is powerful and accurate",Google,5.0,4.0,M,Online Stores & Services,32,100.62,10
4159,70400,Good service but  too many busy signals,NetZero,3.0,3.0,M,Online Stores & Services,46,53.0,10
4159,70400,don't bother,AOL (America Online),1.0,0.0,M,Online Stores & Services,0,145.84,10
4159,70500,decent quick food,Taco Bell,3.0,4.0,M,Restaurants & Gourmet,74,108.3,10
4159,70500,good fast food with caution,Burger King,2.0,3.0,M,Restaurants & Gourmet,16,49.0,10
4159,70700,Very good food from a chain,Olive Garden,4.0,0.0,M,Restaurants & Gourmet,49,32.0,10
4159,70700,&quot;healthy&quot; fast food,Subway,3.0,0.0,M,Restaurants & Gourmet,73,48.0,10
4159,70700,good fast food,Wendy's,4.0,4.0,M,Restaurants & Gourmet,84,69.0,10
4159,72500,food fast but service ain't,McDonald's,2.0,4.0,M,Restaurants & Gourmet,41,30.74,10
4159,72500,can't get program,BlueLight.com,1.0,0.0,M,Online Stores & Services,15,52.0,10
4159,91405,Great deal for those who watch a LOT of movies,NetFlix,4.0,4.0,M,Online Stores & Services,45,94.54,10
48,10401,A mystery thriller in search of a plot.,Unbreakable,1.0,4.0,F,Movies,82,51.13,7
48,31001,A plot in search of a genre,What Lies Beneath,2.0,4.0,F,Movies,85,145.0,7
48,121600,How many Oscar nominations???,Talented Mr. Ripley,2.0,4.0,F,Movies,75,89.0,7
4160,122899,Don't Shag This Off The Shelf,Austin Powers: The Spy Who Shagged Me,3.0,0.0,F,Movies,9,111.0,11
4161,121899,NOT too cool!,The Original Furby,3.0,0.0,M,Kids & Family,78,22.38,9
4157,80500,Digital Cash Is Here - Almost,PayPal,5.0,0.0,M,Personal Finance,52,38.0,12
49,10900,FINAL FANTASY 8- A DRUG?,Final Fantasy VIII for PlayStation 1,5.0,4.0,F,Games,27,136.05,9
49,11100,Toy Story 2 kicks ass!,Toy Story 2,5.0,3.0,F,Movies,80,143.01,9
49,11600,AO Hell!,AOL (America Online),2.0,4.0,F,Online Stores & Services,0,145.84,9
4163,50408,Hi You!,Blue's Clues,5.0,0.0,F,Kids & Family,14,62.01,27
4164,41600,Excellent program that pays!,All Advantage,5.0,3.0,M,Online Stores & Services,1,23.08,20
50,21900,MTV has really gone downhill - part II,MTV,1.0,4.0,F,Media,39,138.0,9
50,22000,The Worst Decision You can Make.,AOL (America Online),1.0,4.0,F,Online Stores & Services,0,145.84,9
50,22200,America's Worst ISP.,AOL (America Online),1.0,4.0,F,Online Stores & Services,0,145.84,9
50,70400,Cheat Codes - and How to use them!,The Sims 2: Open for Business for Windows,5.0,4.0,F,Games,79,27.0,9
50,70400,The Starter House Guide,The Sims 2: Open for Business for Windows,5.0,4.0,F,Games,79,27.0,9
50,70400,Simbits - Tidbits for The Sims.,The Sims 2: Open for Business for Windows,5.0,4.0,F,Games,79,27.0,9
50,71601,Lord of the Action Games,Diablo 2 - Bestseller Series for Windows,4.0,4.0,F,Games,21,52.51,9
