userId,timestamp,review,item,helpfulness,gender,category,item_id,item_price,user_city,rating
75,51200,"You're 28,900 Times More Likely To Be Hit By Lightning.",Treeloot.com,4,M,Online Stores & Services,81,94.83,17,0
75,52800,"NBC Sports, Get A Clue.",NBC,4,M,Media,44,92,17,0
75,60700,Wanna See How Far I Can Punt A Chihuahua?,Taco Bell,4,M,Restaurants & Gourmet,74,108.3,17,0
75,72400,"X-Men the Film, X-Men the Comic...Where Their Paths Diverge.",X-Men,4,M,Movies,86,66.39,17,1
75,80601,Outback Steakhouse: It's Australian For Heart Attack.,Outback Steakhouse,4,M,Restaurants & Gourmet,50,25,17,1
75,80801,Bank of America: I Think These Guys Have a Negative Interest Rate.,Bank of America,4,M,Personal Finance,10,59.21,17,0
75,83100,Bust Those Epinions Thieves.,Google,4,M,Online Stores & Services,32,100.62,17,1
75,91300,Final Fantasy VII: Epinion #300!,Final Fantasy VIII for PlayStation 1,4,M,Games,27,136.05,17,1
75,111400,Sony Playstation 2: $300 Is A Lot of Money!,Sony PlayStation 2 Slimline Console,4,M,Games,67,71.52,17,1
75,112300,McDonald's:  Fools You When You're A Kid...Now You Know.,McDonald's,4,M,Restaurants & Gourmet,41,30.74,17,0
75,121899,"I thought it was &quot;Music&quot; TV, not &quot;Moron&quot; TV...",MTV,4,M,Media,39,138,17,0
75,122300,"Crouching Tiger, Hidden Dragon: Not The Matrix...Better.","Crouching Tiger, Hidden Dragon",4,M,Movies,18,117,17,1
75,123101,"United Airlines: Do Not Ever, EVER Even CONSIDER Flying On This Airline.  Ever.",United Airlines,4,M,Hotels & Travel,83,119.87,17,0
86,10700,Faster than Coyote! (@Home vs. RR),Road Runner (includes MediaOne),4,F,Online Stores & Services,58,135.59,15,1
86,11200,Maximize the FREE trips!,Southwest Airlines,4,F,Hotels & Travel,69,108.69,15,1
86,12000,NO MUSIC? CHANGE YOUR NAME!,MTV,4,F,Media,39,138,15,0
86,22300,"Good Stuff, and getting better!",X.com,4,F,Personal Finance,87,93.55,15,1
86,32700,SPAM = Cash!,MyPoints.com,4,F,Online Stores & Services,43,72,15,1
86,72000,On a shingle!,Applebee's,4,F,Restaurants & Gourmet,8,88,15,0
86,73000,King Me,Burger King,4,F,Restaurants & Gourmet,16,49,15,1
4256,42800,A Game For The Rest Of Us..,The Sims 2: Open for Business for Windows,4,F,Games,79,27,38,1
4256,42800,"A nice place to live, but I wouldnt want to visit",New York City,4,F,Hotels & Travel,47,136,38,0
4256,50300,I Saw it Two Days in A Row!!!,Dogma,4,F,Movies,22,87.59,38,1
4256,51200,The Truth About The Subways,New York City,4,F,Hotels & Travel,47,136,38,1
4256,51600,I Despise Jewel Car Service ,New York City,4,F,Hotels & Travel,47,136,38,0
4256,60200,Make someone's day for FREE!,Blue Mountain Arts eCards,4,F,Online Stores & Services,13,91.29,38,1
4256,61900,Ruby- a Resturant and Bar that Shines!,New York City,4,F,Hotels & Travel,47,136,38,1
4256,62300,"Comic Strip Live- So Stuffy, So Overly Hyped, its not Funny",New York City,4,F,Hotels & Travel,47,136,38,0
4293,12200,Why Alladvantage is the best!,All Advantage,4,F,Online Stores & Services,1,23.08,19,1
4293,12200,"Why pay for cards, these are great!",Blue Mountain Arts eCards,4,F,Online Stores & Services,13,91.29,19,1
4293,20700,The monkey is a criminal!,Treeloot.com,4,F,Online Stores & Services,81,94.83,19,0
4293,42800,Mickey D's does it for me!,McDonald's,4,F,Restaurants & Gourmet,41,30.74,19,1
4293,50100,"The good, the bad, and the final judgement",Wendy's,4,F,Restaurants & Gourmet,84,69,19,1
4293,51600,You want to go out with Pamela Lee?,The Sims 2: Open for Business for Windows,4,F,Games,79,27,19,1
4293,90200,WOW or LOL?,All Advantage,4,F,Online Stores & Services,1,23.08,19,0
4293,91100,I like 'em soft (tacos that is),Taco Bell,4,F,Restaurants & Gourmet,74,108.3,19,1
4359,42100,"Freeride.com - Fast, Easy and Rewarding",FreeRide.com,4,M,Online Stores & Services,28,147,9,1
4359,50300,Good Food and Service - Great Prices,Wendy's,4,M,Restaurants & Gourmet,84,69,9,1
4359,51900,A Sampling of my Frustrations with StartSampling.com,StartSampling.Com,4,M,Online Stores & Services,72,49,9,0
4359,52600,Blue Mountain Makes a Good Backup Card Site,Blue Mountain Arts eCards,4,M,Online Stores & Services,13,91.29,9,1
4359,61100,The Sims - This Control-Freak Wants More Control,The Sims 2: Open for Business for Windows,4,M,Games,79,27,9,0
4359,81500,Welcome to Harry Potter's World,J. K. Rowling - Harry Potter and the Sorcerer's Stone,4,M,Books,36,96,9,1
4359,103100,Goodbye Infoseek - Hello Google,Google,4,M,Online Stores & Services,32,100.62,9,1
120,11200,The Hidden Truth Underneath It All,American Beauty,4,F,Movies,5,59,20,1
120,12600,And Now for Something Completely Different...,Fight Club,4,F,Movies,26,97.53,20,1
120,72400,A lot of fun for your movie buck,X-Men,4,F,Movies,86,66.39,20,1
120,112300,Huh???,Unbreakable,4,F,Movies,82,51.13,20,0
120,120899,This Makes It All Worth It,Being John Malkovich,4,F,Movies,11,52,20,1
120,121499,Ugh,Deep Blue Sea,4,F,Movies,19,58.91,20,0
120,121499,A Ton of Fun,Toy Story 2,4,F,Movies,80,143.01,20,1
4374,10500,Evil Matt Damon?,Talented Mr. Ripley,4,M,Movies,75,89,17,1
4374,11000,Galaxy Quest- No Oscar....but cute...,Galaxy Quest,3,M,Movies,29,67,17,0
4374,11000,NBC...the best channel to have if you only have once channel,NBC,4,M,Media,44,92,17,1
4374,11400,An entertainment purchase for the whole family,The Original Furby,4,M,Kids & Family,78,22.38,17,1
4374,13100,Any Poopy Sunday,Any Given Sunday,4,M,Movies,7,135,17,0
4374,20300,x.com - - The world's future in banking,X.com,4,M,Personal Finance,87,93.55,17,1
4374,30100,Screaming Right Out of the Theater,Scream 3,4,M,Movies,61,32,17,0
4374,32100,You'll relate to the wardrobe if you grew up in the 80's,Erin Brockovich,4,M,Movies,24,129.9,17,1
4374,52001,Shrek:  It's not just for kids!,Shrek,4,M,Movies,63,75.14,17,1
4374,52600,Mission Incredible,Mission: Impossible II,4,M,Movies,42,144.28,17,1
4374,71900,Are those real accents?,Perfect Storm,4,M,Movies,54,129.87,17,1
4374,72200,A non-comic book reader writes about xmen!!!,X-Men,4,M,Movies,86,66.39,17,1
4374,101000,NBC---New Shows....Great Ideas..,NBC,4,M,Media,44,92,17,1
4374,121800,How about....ungood?,Unbreakable,4,M,Movies,82,51.13,17,0
4390,12400,Can't Wait for the Little Black Box,Sony PlayStation 2 Slimline Console,4,F,Games,67,71.52,22,1
4390,21900,"Whoa, 80's Flash Back!",The Original Furby,4,F,Kids & Family,78,22.38,22,0
4390,22200,You'll Lose Your Head Over This One,Sleepy Hollow,4,F,Movies,66,62,22,1
4390,22200,Here in the Real World...,MTV,4,F,Media,39,138,22,0
4390,30300,You Have Some FreeTime? Take a FreeRide!,FreeRide.com,4,F,Online Stores & Services,28,147,22,1
4390,31501,"Breadsticks are Free, the rest AIN'T!",Olive Garden,4,F,Restaurants & Gourmet,49,32,22,1
4390,50200,Need to make those car insurance payments??,eBay,4,F,Online Stores & Services,88,149,22,1
4390,121800,Diabolically Addicting,Diablo 2 - Bestseller Series for Windows,4,F,Games,21,52.51,22,1
4391,10400,McDonalds - Good Service Evil Food,McDonald's,4,M,Restaurants & Gourmet,41,30.74,26,0
4391,10700,Tastes like burning...,"Simpsons, The",4,M,Kids & Family,64,40,26,1
4391,52200,Like a Rock.,All Advantage,4,M,Online Stores & Services,1,23.08,26,0
4391,100499,What's the Point?,American Beauty,4,M,Movies,5,59,26,0
4391,101599,I'm moving on.,Bank of America,4,M,Personal Finance,10,59.21,26,0
4391,101799,What do you focus on?,Fight Club,4,M,Movies,26,97.53,26,1
4391,102099,Some good some bad.,FOX,4,M,Media,25,80,26,0
4391,102199,Same old complaint.,MTV,4,M,Media,39,138,26,0
4391,111399,Wait and see...,Dogma,4,M,Movies,22,87.59,26,0
4391,120100,You are an idiot for liking FreeRide.,FreeRide.com,4,M,Online Stores & Services,28,147,26,0
135,11300,No hassles? Absolutely not!,AOL (America Online),4,F,Online Stores & Services,0,145.84,31,0
135,11300,Unlimited? They limit your time already!,Spedia,4,F,Online Stores & Services,70,58.32,31,0
135,12000,It's ALL your Advantage!,All Advantage,4,F,Online Stores & Services,1,23.08,31,1
135,12300,First step to the world of Star War!,Star Wars Episode I: The Phantom Menace,4,F,Movies,71,23,31,1
135,12400,The service quality varies by area....,NetZero,4,F,Online Stores & Services,46,53,31,0
135,12600,The Fantasy will never die!,Final Fantasy VIII for PlayStation 1,4,F,Games,27,136.05,31,1
135,12600,FF VIII pushes PS to PS 2!,Final Fantasy VIII for PlayStation 1,4,F,Games,27,136.05,31,1
135,70100,I want to study in Hogwarts too!!,J. K. Rowling - Harry Potter and the Sorcerer's Stone,4,F,Books,36,96,31,1
134,10300,Not *that* talented,Talented Mr. Ripley,4,M,Movies,75,89,25,0
134,10300,"MTV called, Oliver. You passed the audition.",Any Given Sunday,4,M,Movies,7,135,25,0
134,20300,Third time not the charm,Scream 3,4,M,Movies,61,32,25,0
134,31100,Working class heroine,Erin Brockovich,4,M,Movies,24,129.9,25,1
134,50500,The perfect summer movie season opener,Gladiator,4,M,Movies,30,65.17,25,1
134,52100,I once lost 275 pounds...,Subway,4,M,Restaurants & Gourmet,73,48,25,1
134,52100,The best toppings that can come from a caulk gun,Taco Bell,4,M,Restaurants & Gourmet,74,108.3,25,0
134,52300,Far surpasses the original,Mission: Impossible II,4,M,Movies,42,144.28,25,1
134,62800,All's fair in love and cliche war movies,Patriot,4,M,Movies,51,73.65,25,0
134,70200,The perfect storm?,Perfect Storm,4,M,Movies,54,129.87,25,0
134,70600,Return of the parody movie and the gross-out comedy,Scary Movie,4,M,Movies,60,53,25,1
134,71499,You did what with a pie?!,American Pie,4,M,Movies,6,117.89,25,0
134,71499,This Austin Powers much more disgusting,Austin Powers: The Spy Who Shagged Me,4,M,Movies,9,111,25,0
134,71499,South Park the comedy of the year,"South Park: Bigger, Longer & Uncut",4,M,Movies,68,143.11,25,1
134,72100,What? Absolutely nothing.,What Lies Beneath,4,M,Movies,85,145,25,0
134,81399,Blair Witch Project the real thing,Blair Witch Project,4,M,Movies,12,44,25,1
134,100399,It's nothing without the trick ending,Sixth Sense,4,M,Movies,65,41.16,25,1
134,100399,American Beauty may be the movie of the year,American Beauty,4,M,Movies,5,59,25,1
134,111599,Divine intervention,Dogma,4,M,Movies,22,87.59,25,1
134,112299,No rest for the wicked,Sleepy Hollow,4,M,Movies,66,62,25,1
134,112499,Leaves you on the New Jersey turnpike,Being John Malkovich,4,M,Movies,11,52,25,1
134,112499,Jarring impetus for thought,Fight Club,4,M,Movies,26,97.53,25,1
134,112499,Long live Pixar,Toy Story 2,4,M,Movies,80,143.01,25,1
134,113000,Shatterproof supernatural drama from Sixth Sense auteur,Unbreakable,4,M,Movies,82,51.13,25,1
134,120899,The original,MTV,4,M,Media,39,138,25,0
134,121599,"Not a classic, not an epic, but good",Green Mile,4,M,Movies,33,140,25,1
134,122400,"Another perfect storm, another survivor",Cast Away,4,M,Movies,17,126.5,25,0
134,122499,"Get a life, would you people?",Galaxy Quest,4,M,Movies,29,67,25,0
143,10200,Fable,Green Mile,4,M,Movies,33,140,16,1
143,10900,Improvisational Murder,Talented Mr. Ripley,4,M,Movies,75,89,16,1
143,12100,West Wing ,NBC,4,M,Media,44,92,16,1
143,21500,Scream for the Head of Wes Craven,Scream 3,4,M,Movies,61,32,16,0
143,31900,Julia and Goliath,Erin Brockovich,4,M,Movies,24,129.9,16,1
143,50700,Chop Hack Stab!,Gladiator,4,M,Movies,30,65.17,16,1
143,52700,See the Sequel!,Mission: Impossible II,4,M,Movies,42,144.28,16,1
143,70400,Not That Perfect,Perfect Storm,4,M,Movies,54,129.87,16,0
143,71600,Mutant Hijinks,X-Men,4,M,Movies,86,66.39,16,1
143,71600,More Fun Than History Class!,Patriot,4,M,Movies,51,73.65,16,1
143,122099,Minor Achievment,Sleepy Hollow,3,M,Movies,66,62,16,0
143,123199,Galaxalaughs,Galaxy Quest,4,M,Movies,29,67,16,0
146,21801,What Lies Beneath,What Lies Beneath,4,F,Movies,85,145,7,0
146,31200,Lovin Ebay....so easy to do!,eBay,4,F,Online Stores & Services,88,149,7,1
146,32000,Cutesy but not worth it.....,The Original Furby,4,F,Kids & Family,78,22.38,7,0
146,42200,Very Well Done Movie,Sixth Sense,4,F,Movies,65,41.16,7,1
146,60900,What a movie!,Gladiator,4,F,Movies,30,65.17,7,1
146,62400,Send or Recieve Money Instantly!,PayPal,4,F,Personal Finance,52,38,7,1
146,71500,The Patriot is worth seeing on the BIG screen.,Patriot,4,F,Movies,51,73.65,7,1
146,81000,I have HAD IT with AllAdvantage!,All Advantage,4,F,Online Stores & Services,1,23.08,7,0
146,102400,Little Known AOL Free Feature~~Did you know?,AOL (America Online),4,F,Online Stores & Services,0,145.84,7,1
146,121900,Unbreakable....An Oddly Interesting Movie,Unbreakable,4,F,Movies,82,51.13,7,1
154,30501,Perfection Amiss,Perfect Storm,4,F,Movies,54,129.87,36,0
154,50800,What AOL doesn't tell you-The Cheaper Rate,AOL (America Online),4,F,Online Stores & Services,0,145.84,36,0
154,52901,Ogreable? You better believe it! (Review of Shrek),Shrek,4,F,Movies,63,75.14,36,1
154,62600,Start Sampling..what??,StartSampling.Com,4,F,Online Stores & Services,72,49,36,0
154,90200,Stop that Thief! Protect yourself against Casino robbery!,Las Vegas,4,F,Hotels & Travel,37,35.31,36,1
154,112100,Beep Beep-Look at the hole in the middle of my paneling..,Road Runner (includes MediaOne),4,F,Online Stores & Services,58,135.59,36,1
154,120900,Unpalpable,Unbreakable,4,F,Movies,82,51.13,36,0
185,20500,"Had one, had'em all",Playtex Diaper Genie System,4,F,Kids & Family,55,12,23,0
185,22800,In a child's eye,Sixth Sense,4,F,Movies,65,41.16,23,1
185,30600,Proof you will not reach &quot;HOT&quot;,Treeloot.com,4,F,Online Stores & Services,81,94.83,23,0
185,31600,aka...Deep Crimson Waters,Deep Blue Sea,4,F,Movies,19,58.91,23,1
185,40600,Rename it from A to Z and we have a winner,Star Wars Episode I: The Phantom Menace,4,F,Movies,71,23,23,0
185,60600,For your information,Teletubbies,4,F,Kids & Family,76,48.25,23,1
185,83100,Erin Brock-O-v(B)ich,Erin Brockovich,4,F,Movies,24,129.9,23,0
185,100600,335 days left on probation!,McDonald's,4,F,Restaurants & Gourmet,41,30.74,23,0
185,101200,I'm not going to sit here and take that chit!,American Beauty,4,F,Movies,5,59,23,1
185,111300,"Ok, I admit it, I am a sucker",All Advantage,4,F,Online Stores & Services,1,23.08,23,0
216,10300,mission accomplished!,Galaxy Quest,3,M,Movies,29,67,8,1
216,70400,An exceptional must see film,Green Mile,4,M,Movies,33,140,8,1
216,70400,the FIRST Action Hero,Patriot,4,M,Movies,51,73.65,8,1
216,102099,...and I thought i hated violent films,Fight Club,4,M,Movies,26,97.53,8,1
216,102099,Never disappointed!,Priceline Flight Reservations,4,M,Online Stores & Services,56,15.42,8,1
216,102099,AO-Hell(o),AOL (America Online),3,M,Online Stores & Services,0,145.84,8,1
216,102199,Fight Club for the Family,American Beauty,4,M,Movies,5,59,8,1
216,102199,I See Dead People!,Sixth Sense,4,M,Movies,65,41.16,8,1
4597,41800,Cliched...but that's the fun of it,Scream 3,4,M,Movies,61,32,2,0
4597,50900,Nowhere Near A Roman Holiday,Gladiator,4,M,Movies,30,65.17,2,1
4597,52900,M:I2:  Lots of Eye Candy,Mission: Impossible II,4,M,Movies,42,144.28,2,1
4597,71500,So When's The Sequel?,X-Men,4,M,Movies,86,66.39,2,1
4597,81800,Scream Was Funnier,Scary Movie,4,M,Movies,60,53,2,0
4597,81900,What Lies Beneath...An OK Thriller,What Lies Beneath,4,M,Movies,85,145,2,0
4597,91200,My Sim Needs A Life!,The Sims 2: Open for Business for Windows,4,M,Games,79,27,2,1
221,10401,Burger King Goes Mexican,Burger King,3,F,Restaurants & Gourmet,16,49,14,1
221,10401,Wendy's Secret Weapon,Wendy's,3,F,Restaurants & Gourmet,84,69,14,1
221,10501,"It Pays, But at What Cost?",All Advantage,4,F,Online Stores & Services,1,23.08,14,0
221,12401,Perfect Treatment,Perfect Storm,4,F,Movies,54,129.87,14,1
221,12401,Didn't Know Tom Hanks Had Sex Appeal,Cast Away,4,F,Movies,17,126.5,14,1
221,12401,As Good as the First One,Toy Story 2,3,F,Movies,80,143.01,14,1
221,120300,Talk About Talent!,Talented Mr. Ripley,4,F,Movies,75,89,14,0
221,121200,"Oh AOL, My AOL!",AOL (America Online),4,F,Online Stores & Services,0,145.84,14,0
4635,11400,Ebay is the Place to Go to Buy or Sell ANYTHING!,eBay,4,F,Online Stores & Services,88,149,22,1
4635,11600,The Very Talented Mr. Ripley,Talented Mr. Ripley,4,F,Movies,75,89,22,0
4635,12100,The Sixth Sense is a Magnificent Thriller!,Sixth Sense,4,F,Movies,65,41.16,22,1
4635,12100,Law and Order SVU is Ruined For Me,NBC,4,F,Media,44,92,22,0
4635,31900,American Beauty was Offensive...,American Beauty,4,F,Movies,5,59,22,0
4635,70500,The Patriot- Good movie but did not live up to expectations.,Patriot,4,F,Movies,51,73.65,22,0
4635,91800,KUDOS to NBC!- The Dr. Laura Show!,NBC,4,F,Media,44,92,22,1
4645,11200,Where Did the 80's go??,MTV,4,M,Media,39,138,32,0
4645,11200,What is soo great??,AOL (America Online),4,M,Online Stores & Services,0,145.84,32,0
4645,11300,Too Long..needed to be shorter,Blair Witch Project,4,M,Movies,12,44,32,0
4645,12100,Will and Grace WHO??,NBC,4,M,Media,44,92,32,1
4645,12100,no more 90210.......,FOX,4,M,Media,25,80,32,0
4645,12200,Can't Go Wrong,Huggies Ultra Trim Diapers,4,M,Kids & Family,35,50,32,1
4645,21400,Hey Howdy Hey!!!,Toy Story 2,3,M,Movies,80,143.01,32,1
4645,21400,Hey Howdy Hey!!!,Toy Story 2,4,M,Movies,80,143.01,32,1
4660,13001,What's That Coming out of the Fog? (another stupid ghost),What Lies Beneath,4,M,Movies,85,145,27,0
4660,40900,Psychiatrist Willis gives us the willies!!,Sixth Sense,4,M,Movies,65,41.16,27,1
4660,41600,Star Wars: Episode one: Putty,Star Wars Episode I: The Phantom Menace,4,M,Movies,71,23,27,0
4660,50300,SELF-AVOWED TREKKIE IS EMBARRASSED TO ADMIT,Galaxy Quest,4,M,Movies,29,67,27,1
4660,50400,JOHN MALKOVICH BEING JOHN MALKOVICH-THE ULTIMATE HEAD TRIP!!,Being John Malkovich,4,M,Movies,11,52,27,1
4660,51100,IMPULSE BUYERS ..SEEK HELP,eBay,4,M,Online Stores & Services,88,149,27,1
4660,51400,GOD IS MISSING...THE TRIUMPH OF SILENT BOB,Dogma,4,M,Movies,22,87.59,27,1
4660,60200,Burton Redefines Romantic Comedy-Again!,Sleepy Hollow,4,M,Movies,66,62,27,0
4660,61100,BEING EDWARD NORTON: RECOMMEND UNISOM,Fight Club,4,M,Movies,26,97.53,27,1
4660,61301,"FLYING TIGERS, DRAGONS, AND ONE OLD BAT","Crouching Tiger, Hidden Dragon",4,M,Movies,18,117,27,1
4660,61800,OPINION 1119: THE GREEN LINOLEUM...I MEAN MILE,Green Mile,4,M,Movies,33,140,27,1
4660,61901,"You Never Know what the tide may bring in...Wilson, is that you?",Cast Away,4,M,Movies,17,126.5,27,1
4660,62300,INSTANT MESSAGES: THE OLD FOOT IN THE DOOR TRICK,AOL (America Online),4,M,Online Stores & Services,0,145.84,27,0
4660,62800,AT LEAST YOU DON'T HAVE TO FEED IT..,The Original Furby,4,M,Kids & Family,78,22.38,27,0
4660,70400,Get a Life: The Talented Mr. Damon,Talented Mr. Ripley,4,M,Movies,75,89,27,1
4660,82900,Whoever knew that Julia Roberts Had Boobs?,Erin Brockovich,4,M,Movies,24,129.9,27,0
4660,91100,OH! That's Gotta HURT!!,Any Given Sunday,4,M,Movies,7,135,27,0
4660,101602,The Masquerade Ball Write Off -The Wachowski brothers- The Matrix (1999),Matrix,4,M,Movies,40,24.51,27,1
4660,102101,Renting DVDs? NETFLIX.COM...Great Idea with flaws!,NetFlix,4,M,Online Stores & Services,45,94.54,27,0
